id,pred
1723,0.9355712114933001
12736,0.9355712114933001
12274,0.9355712114933001
8823,0.9355712114933001
5087,0.9355712114933001
13178,0.9355712114933001
11799,0.9355712114933001
13425,0.9355712114933001
12497,0.9355712114933001
1185,0.9355712114933001
3584,0.9355712114933001
5851,0.9355712114933001
14311,0.9355712114933001
7836,0.9355712114933001
2321,0.9355712114933001
547,0.9355712114933001
9095,0.9355712114933001
4614,0.9355712114933001
12698,0.9355712114933001
2674,0.9355712114933001
6814,0.9355712114933001
4611,0.9355712114933001
4334,0.9355712114933001
9101,0.9355712114933001
6585,0.9355712114933001
12156,0.9355712114933001
1183,0.9355712114933001
2428,0.9355712114933001
11600,0.9355712114933001
3162,0.9355712114933001
13798,0.9355712114933001
1783,0.9355712114933001
13683,0.9355712114933001
14347,0.9355712114933001
14472,0.9355712114933001
8589,0.9355712114933001
10411,0.9355712114933001
7942,0.9355712114933001
13715,0.9355712114933001
8838,0.9355712114933001
9644,0.9355712114933001
8093,0.9355712114933001
1734,0.9355712114933001
10725,0.9355712114933001
4556,0.9355712114933001
1380,0.9355712114933001
2722,0.9355712114933001
4072,0.9355712114933001
11293,0.9355712114933001
12003,0.9355712114933001
13564,0.9355712114933001
8294,0.9355712114933001
3393,0.9355712114933001
8051,0.9355712114933001
699,0.9355712114933001
4557,0.9355712114933001
8091,0.9355712114933001
9704,0.9355712114933001
11650,0.9355712114933001
305,0.9355712114933001
8300,0.9355712114933001
13525,0.9355712114933001
10166,0.9355712114933001
11107,0.9355712114933001
9971,0.9355712114933001
7732,0.9355712114933001
13466,0.9355712114933001
3406,0.9355712114933001
5338,0.9355712114933001
6835,0.9355712114933001
14359,0.9355712114933001
4837,0.9355712114933001
4741,0.9355712114933001
5651,0.9355712114933001
8779,0.9355712114933001
5055,0.9355712114933001
4744,0.9355712114933001
1804,0.9355712114933001
3992,0.9355712114933001
14111,0.9355712114933001
12047,0.9355712114933001
1156,0.9355712114933001
1920,0.9355712114933001
9307,0.9355712114933001
5881,0.9355712114933001
12531,0.9355712114933001
5878,0.9355712114933001
10742,0.9355712114933001
7625,0.9355712114933001
30,0.9355712114933001
4879,0.9355712114933001
356,0.9355712114933001
9781,0.9355712114933001
1457,0.9355712114933001
2876,0.9355712114933001
1626,0.9355712114933001
4929,0.9355712114933001
848,0.9355712114933001
2300,0.9355712114933001
11987,0.9355712114933001
3427,0.9355712114933001
13492,0.9355712114933001
14170,0.9355712114933001
1960,0.9355712114933001
8013,0.9355712114933001
12019,0.9355712114933001
7896,0.9355712114933001
7371,0.9355712114933001
6780,0.9355712114933001
9855,0.9355712114933001
11685,0.9355712114933001
2290,0.9355712114933001
473,0.9355712114933001
4422,0.9355712114933001
10966,0.9355712114933001
705,0.9355712114933001
12994,0.9355712114933001
2448,0.9355712114933001
2662,0.9355712114933001
6143,0.9355712114933001
14075,0.9355712114933001
214,0.9355712114933001
4150,0.9355712114933001
6850,0.9355712114933001
14868,0.9355712114933001
3263,0.9355712114933001
10879,0.9355712114933001
9588,0.9355712114933001
15043,0.9355712114933001
11065,0.9355712114933001
11939,0.9355712114933001
8976,0.9355712114933001
6560,0.9355712114933001
6526,0.9355712114933001
9402,0.9355712114933001
9368,0.9355712114933001
40,0.9355712114933001
11862,0.9355712114933001
3421,0.9355712114933001
9105,0.9355712114933001
4075,0.9355712114933001
526,0.9355712114933001
9020,0.9355712114933001
8239,0.9355712114933001
11469,0.9355712114933001
12610,0.9355712114933001
8282,0.9355712114933001
11701,0.9355712114933001
10560,0.9355712114933001
6012,0.9355712114933001
9174,0.9355712114933001
4019,0.9355712114933001
67,0.9355712114933001
8520,0.9355712114933001
10415,0.9355712114933001
8775,0.9355712114933001
10356,0.9355712114933001
4560,0.9355712114933001
6759,0.9355712114933001
13246,0.9355712114933001
7890,0.9355712114933001
2498,0.9355712114933001
556,0.9355712114933001
9349,0.9355712114933001
13987,0.9355712114933001
7007,0.9355712114933001
6736,0.9355712114933001
4365,0.9355712114933001
3411,0.9355712114933001
1776,0.9355712114933001
12418,0.9355712114933001
14894,0.9355712114933001
4286,0.9355712114933001
1412,0.9355712114933001
3901,0.9355712114933001
8854,0.9355712114933001
4721,0.9355712114933001
709,0.9355712114933001
609,0.9355712114933001
7102,0.9355712114933001
6277,0.9355712114933001
12279,0.9355712114933001
11020,0.9355712114933001
2966,0.9355712114933001
583,0.9355712114933001
9420,0.9355712114933001
1260,0.9355712114933001
7477,0.9355712114933001
3226,0.9355712114933001
10865,0.9355712114933001
10397,0.9355712114933001
4378,0.9355712114933001
13267,0.9355712114933001
2073,0.9355712114933001
14594,0.9355712114933001
9114,0.9355712114933001
8383,0.9355712114933001
4272,0.9355712114933001
6432,0.9355712114933001
10156,0.9355712114933001
8474,0.9355712114933001
3286,0.9355712114933001
12069,0.9355712114933001
7713,0.9355712114933001
12725,0.9355712114933001
5581,0.9355712114933001
4737,0.9355712114933001
7921,0.9355712114933001
10417,0.9355712114933001
4805,0.9355712114933001
7659,0.9355712114933001
672,0.9355712114933001
1340,0.9355712114933001
14931,0.9355712114933001
9191,0.9355712114933001
6280,0.9355712114933001
1748,0.9355712114933001
7932,0.9355712114933001
7627,0.9355712114933001
8421,0.9355712114933001
4496,0.9355712114933001
659,0.9355712114933001
13154,0.9355712114933001
6590,0.9355712114933001
2056,0.9355712114933001
9689,0.9355712114933001
12759,0.9355712114933001
3234,0.9355712114933001
5558,0.9355712114933001
2355,0.9355712114933001
5426,0.9355712114933001
15070,0.9355712114933001
12540,0.9355712114933001
858,0.9355712114933001
10165,0.9355712114933001
13980,0.9355712114933001
5268,0.9355712114933001
9996,0.9355712114933001
11530,0.9355712114933001
2653,0.9355712114933001
10547,0.9355712114933001
4368,0.9355712114933001
10632,0.9355712114933001
8374,0.9355712114933001
9777,0.9355712114933001
5441,0.9355712114933001
3111,0.9355712114933001
11364,0.9355712114933001
7777,0.9355712114933001
3836,0.9355712114933001
4950,0.9355712114933001
15079,0.9355712114933001
9011,0.9355712114933001
6623,0.9355712114933001
12508,0.9355712114933001
9771,0.9355712114933001
7143,0.9355712114933001
8501,0.9355712114933001
10572,0.9355712114933001
14627,0.9355712114933001
